productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe ĐẠM ĐA VI CHẤT NẤM ĐÔNG TRÙNG HẠ THẢO,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM MARY’S QUỐC TẾ,3977/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Brain Phytosome,CÔNG TY TNHH CÔNG NGHỆ CAO THIÊN AN PHARMA,3649/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Selsanew thanh thuỷ,CÔNG TY TNHH THẢO DƯỢC THIÊN THÀNH NAM,3972/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐƯỜNG HUYẾT DIAMAX NHẤT TÍN,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ NHẤT TÍN,3974/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Phoenix DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3978/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIROHO BẢO PHẾ THANH,CÔNG TY TNHH DƯỢC MỸ PHẨM LINH CHI KOREA,3971/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CITICOLINE 500 SANO,CÔNG TY TNHH LIÊN DOANH QUỐC TẾ SANOFRANCE,3976/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Nhuận Táo Fiber Extra Gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM PUBLIC HEALTH QUỐC TẾ,3960/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FE FEFOLIC,CÔNG TY TNHH DƯỢC PHẨM TÂN MẠNH PHÁT,3962/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠI TRÀNG AN GT,CÔNG TY TNHH LIÊN DOANH DƯỢC PHẨM TECH FRANCE,3968/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ferollin,CÔNG TY CỔ PHẦN DƯỢC PHẨM YOUTH PHARMA,3963/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Miczon Blue,CÔNG TY CỔ PHẦN DƯỢC DOVEPHAR,3967/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Phyto Pro-Fiber,CÔNG TY TNHH PHYTO VIỆT NAM,3965/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT GABAKOLINE,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ TRÍ TÍN,3961/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ANTRAVI,CÔNG TY CỔ PHẦN ĐÔNG NAM DƯỢC VĨNH PHÚC,3966/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN NGỦ NGON ECO,CÔNG TY TNHH NAM CHÂU PHARMA,3964/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AN VỊ KHANG ANCO,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ANCO,3969/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ A12 DAD,CÔNG TY TNHH ĐẦU TƯ DƯỢC PHẨM T&T,3959/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PREBETIC,CÔNG TY CỔ PHẦN ĐẦU TƯ ORIMAX VIỆT NAM,3958/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TUD.MUS.Fr,CHI NHÁNH TP HỒ CHÍ MINH - CÔNG TY CP DƯỢC VIỆT Y,3957/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Tiểu Đêm Vương Niệu Khang,CÔNG TY TNHH LEKING PHARMA,3956/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ONPULS,CÔNG TY CỔ PHẦN THƯƠNG MẠI ATT VIỆT NAM,3955/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE VIÊN UỐNG EOS,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC EOS,3954/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MAXXCOLIN,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIX,3953/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KIDS SMART VITA GUMMIES OMEGA 3 DHA FISH OIL,Công ty cổ phần xuất nhập khẩu Việt Liên Kết,3952/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ZAP ESTRO RICH,CÔNG TY TNHH RICH,3951/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Liposumo calci,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM SUMOPHACO,3946/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ GLUCOTAMIN,CÔNG TY TNHH HEALTHFARM,3948/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PHARMATON RLX,CÔNG TY CỔ PHẦN SANOFI VIỆT NAM,3950/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AQCR GOLD,Công ty TNHH Phil Inter Pharma,3947/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OSTOFLEX ULTRA,CÔNG TY CỔ PHẦN BIOMEDICA VIỆT NAM,3945/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ancholesterol,CÔNG TY TNHH DƯỢC PHẨM NAPHARCO,3949/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN TIỂU ĐÊM TOPONEPHARMAR,CÔNG TY TNHH DƯỢC PHẨM TOPONEPHARMAR VIỆT NAM,3944/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Me’socell Nano Collagen 2500 Plus,CÔNG TY TNHH GREEN BEAUTY VIỆT NAM,3941/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SANLEVIT,Công ty cổ phần dược phẩm Santa Việt Nam,3942/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE AIL OLIVIER AUBÉPINE,CÔNG TY TNHH NGUYỄN HOÀNG KHÂM,3943/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NẤM ĐÔNG TRÙNG HẠ THẢO VẠN PHÚC,CÔNG TY TNHH DƯỢC PHẨM VẠN PHÚC PHARMA,3940/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KYOTO HAS 50EX,CÔNG TY TNHH Y TẾ SORAICINE,3939/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Healthy foods Mamori supports a healthy liver,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU NIKENKO,3938/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe S-PERMAN,CÔNG TY TNHH DƯỢC PHẨM ĐẠI PHÚ AN,3937/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ HONE PLUS,CÔNG TY CỔ PHẦN ENSOU,3936/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATIN C,CÔNG TY CỔ PHẦN DƯỢC PHẨM HEALTHY USA,3935/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VHDROPS,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM Y TẾ VIỆT HƯNG,3934/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MÁT GAN THANH NHIỆT AN PHỤC CAN DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3931/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe The CollagenAI 5G,CÔNG TY CỔ PHẦN DƯỢC FGK,3929/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SATAXE ND,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ NAM DƯƠNG,3932/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống TIỂU ĐÊM KIM ANH TỬ,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIỆT (ĐÔNG DƯỢC VIỆT),3925/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ RECUSA,Công ty cổ phần dược phẩm Vinacare,3927/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT CỐT HOÀNG DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3928/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SỮA NON YẾN SÀO BEE KIDS,CÔNG TY TNHH DƯỢC PHẨM CÔNG NGHỆ CAO HOÀNG VŨ,3930/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ MAGI BABE DROP VITAMIN D3K2,CÔNG TY TNHH DƯỢC PHẨM NỘI BÀI,3926/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Pregnancy Mom,CÔNG TY CỔ PHẦN DƯỢC PHẨM LETCO VIỆT NAM,3933/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MỠ MÁU - TOTIMAX,CÔNG TY TNHH LIÊN DOANH DƯỢC PHẨM TECH FRANCE,3924/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ HAKKO Washoku 1,CÔNG TY CỔ PHẦN CLASTIVE NHẬT VIỆT,3918/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Koras NuCTraC-500,CÔNG TY TNHH DƯỢC PHẨM HỢP NHẤT,3922/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Giải độc gan thanh nhiệt Bach Thao Duoc,CÔNG TY CỔ PHẦN NHÀ MÁY BÁCH THẢO DƯỢC,3919/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Fiola plus,CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU NHẬT VƯỢNG,3920/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Omega 3 Extra,CÔNG TY CỔ PHẦN DƯỢC PHẨM CELTIC,3923/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KID DELI,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM QUỐC TẾ ĐỨC HƯNG,3914/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Enter ZC,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ PHÚ MINH,3921/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ thần kinh Neurologic gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM VICOMED,3916/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FE lll HAVI,CÔNG TY TNHH DƯỢC MỸ PHẨM HAVIPHAR,3917/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ăn ngủ ngon mộc nam plus,CÔNG TY TNHH MỘT THÀNH VIÊN THẢO MỘC NAM VN,3915/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ KALKAO LIPOCAL,CÔNG TY TNHH THƯƠNG MẠI NAVASCO,3913/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe XƯƠNG KHỚP V.LIFE,CÔNG TY TNHH DƯỢC PHẨM VERDANT LIFE VIỆT NAM,3912/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HUMOKIB,Công ty cổ phần đầu tư dược phẩm SUM,3911/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ADAMTIME,CÔNG TY TNHH TRÀ MẦM,3910/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Melodeal,CÔNG TY TNHH RV GROUP VIỆT NAM,3909/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ CardioVit,CÔNG TY TNHH ROSPHARMA,3908/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CIZILEN,CÔNG TY TNHH ANDY PHARMA VIỆT NAM,3907/2024/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe Glucosamine Sulfate 1500 mg Coated Tablets,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC PHẨM HC,3906/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Hoạt huyết dilcholin,CÔNG TY TNHH DƯỢC PHẨM DIL PHARMA,3905/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BetterYou Vitamin D+K2 Kids' Daily Oral Spray,Công ty TNHH Dịch vụ Thương mại và XNK Anh Việt,3904/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SPERMCAPS,CÔNG TY CỔ PHẦN NUTRAMED,3903/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ladies Slim,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ QUỐC TẾ LCTH,3902/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Crin-unan DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3893/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI XƯƠNG CÁ FAMILY,CÔNG TY TNHH DƯỢC THIÊN PHÚC,3899/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COD HYDRATION ULTRA BOOST,CÔNG TY TNHH CIMINID,3897/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BRAIN EXTRACT,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ CHÂU ANH,3895/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GAVITGEL NATUREHEALTH,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ NATUREHEALTH VIỆT NAM,3900/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Rutin C Astravino,CÔNG TY CỔ PHẦN DƯỢC PHẨM ASTRAVIN GROUP,3901/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Wellforce Kids Probiotics,CÔNG TY TNHH MEDIMAP,3898/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ GARCIA,CÔNG TY TNHH DP PHÚC ĐỨC VIỆT NAM,3896/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ DINIXCAL,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM Y TẾ VIỆT HƯNG,3894/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT DƯỠNG NÃO THẢO NGUYÊN,CÔNG TY CỔ PHẦN ĐÔNG DƯỢC SAO THIÊN Y,3892/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Lorthine 500,CÔNG TY CỔ PHẦN DƯỢC PHẨM NOLAN,3890/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Xương Khớp S-JOINT Health,CÔNG TY CỔ PHẦN DƯỢC PHẨM SUN FRANCE,3889/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe POOLGASYN,CÔNG TY CỔ PHẦN LIÊN DOANH DƯỢC PHẨM TPP - FRANCE,3891/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ KENZOMAX,CÔNG TY TNHH DƯỢC PHẨM QUỐC BẢO,3888/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN SỦI TĂNG LỰC M-BULL CAFEIN,CÔNG TY TNHH ĐẦU TƯ KINH DOANH THƯƠNG MẠI MAI LINH,3885/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sủi Điện Giải Welstrong New Hương Cam,Công ty TNHH Dược Phẩm Ích Nhân,3881/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ích phế TH,CÔNG TY CỔ PHẦN DƯỢC TÍN HƯNG,3883/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MELA,CÔNG TY TNHH NGHIÊN CỨU CÔNG NGHỆ NANO,3878/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BROPCARE BIO,CÔNG TY TNHH DƯỢC PHẨM BROPHARM,3879/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sủi Điện Giải Welstrong New Hương Chanh Dây,Công ty TNHH Dược Phẩm Ích Nhân,3880/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vherb bổ máu lipofe plus,CÔNG TY CỔ PHẦN DƯỢC PHẨM NAVIFA,3886/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe METABOM,CÔNG TY TNHH QUỐC TẾ ĐÔNG KHÁNH,3882/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ máu HETIFE,CÔNG TY TNHH LIÊN DOANH DƯỢC PHẨM TECH FRANCE,3887/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ultim đa vi chất 12+,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ PHÚC HƯNG,3884/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GOO9 ALPHA,CÔNG TY CỔ PHẦN DƯỢC PHẨM ALPHA DNA VIỆT NAM,3877/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DKP OMEGA 3-6-9,Công ty TNHH dược và thiết bị y tế Khang Phúc,3872/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Penirum Ultra+,CÔNG TY TNHH NUTRA BEAUTE,3874/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ EVACILUX,Công ty cổ phần dược phẩm Vinacare,3873/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN UỐNG SÁNG DA EVACILUX,Công ty cổ phần dược phẩm Vinacare,3875/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NĐ DAILY MULTIVITAMIN AZ,CÔNG TY CP THƯƠNG MẠI DƯỢC PHẨM NGỌC ĐÔNG,3876/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Ngậm Bổ Phế Hoa Đông,CÔNG TY TNHH HOA ĐÔNG TRADING,3863/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Calcium - C 1000 Extra,CÔNG TY DƯỢC PHẨM VÀ THƯƠNG MẠI THÀNH CÔNG – (TRÁCH NHIỆM HỮU HẠN ),3862/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Bổ Thận Dương NTĐ,HỘ KINH DOANH TRIỆU QUỐC THANH,3871/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Nutri Calci Aqua Plus,CÔNG TY TNHH QUỐC TẾ FAVIE,3867/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ SEVZYME INTEND,CÔNG TY CỔ PHẦN THƯƠNG MẠI INTEND PHARMA,3866/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Xương khớp vai gáy tebieco,CÔNG TY TNHH DP ECOCARE VIỆT NAM,3870/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Entergen 5 Billion,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIOGEN,3869/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NONEURTIST VINA,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ VINACOPHARM,3865/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng Mắt Omega 369,Công Ty TNHH Thương Mại Dược Phẩm Đức Tín,3864/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KORAS MAMA GOLD,CÔNG TY TNHH DƯỢC PHẨM HỢP NHẤT,3868/2024/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe: Chất Xơ LiFiber (Dạng hộp),Công ty trách nhiệm hữu hạn Unicity Marketing Việt Nam,3861/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Thanh nhiệt mát gan OBETI,CÔNG TY TNHH THƯƠNG MẠI VÀ THẢO DƯỢC TÂN BẢO PHÁT,3859/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ EVACILUX FORU,Công ty cổ phần dược phẩm Vinacare,3854/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT EUGANIL,CÔNG TY CỔ PHẦN DƯỢC PHẨM EU-VINA,3855/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ FETA DHA,CÔNG TY TNHH SẢN XUẤT & XUẤT NHẬP KHẨU NGUYÊN HÀ – PHẠM GIA,3857/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Xương Khớp Su Tong Premium,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ GPHARM,3858/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TN-EYEVITA,CÔNG TY TNHH THIÊN NHIÊN PHARMA,3852/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN ĐẠI TRÀNG DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3860/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ JA. JOINT FLEX,CÔNG TY TNHH DƯỢC THẢO JAPHACO,3853/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Entero – Probiotics Premium,CÔNG TY CỔ PHẦN DƯỢC PHẨM DT PHARMA,3856/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Cốm Tony Hoca Family,CÔNG TY CỔ PHẦN DINH DƯỠNG DƯỢC PHẨM TONY PHARMA,3850/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Siro Ăn Ngon Nhất Phong,CÔNG TY TNHH THƯƠNG MẠI NHẤT PHONG PHARMA,3849/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OZZOTIN SLEEP EXPERT,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIVIAT,3847/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sắt Tatra,Nhà máy sản xuất Công ty TNHH dược phẩm Thiên Ân,3848/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CONDION SANOFA,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ SANOFA FRANCE,3851/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LONG HUYẾT APG,CÔNG TY TNHH DƯỢC PHẨM AN PHÚ GROUP,3846/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OLISURE GOLD NEW,CÔNG TY TNHH TẬP ĐOÀN SỮA QUỐC TẾ FDAMILK,3845/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe EGIHEART COQ10,CÔNG TY TNHH THƯƠNG MẠI EGOPHARM VIỆT NAM,3844/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Super Entero DT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3843/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CORDY LINGSEN,CÔNG TY TNHH CHẾ BIẾN NÔNG SẢN SAO MAI,3842/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ TATHA,CÔNG TY TNHH DƯỢC PHẨM DƯỢC LIỆU MỘC HOA TRÀM,3832/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Hacapan,CÔNG TY TNHH PHÁT TRIỂN KINH DOANH HOÀNG THẮNG,3841/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GaLi Biovitamin Gold,CÔNG TY TNHH DƯỢC PHẨM VÀ THIẾT BỊ Y TẾ GIA LINH,3839/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe WELLFORCE GASTROHP,CÔNG TY TNHH MEDIMAP,3835/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NICECHOLES,CÔNG TY CỔ PHẦN LINH DƯỢC NGỰ Y VIỆT,3840/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VINPHARLAC,CÔNG TY TNHH VINPHAR,3833/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN UỐNG HOÀNG TỐ NỮ EIFFEL,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM PHÁP EIFFEL,3836/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống Sáng da Mela,CÔNG TY TNHH RAVIS COSMETIC,3834/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MAGNEFUR B6,CÔNG TY TNHH PHÁT TRIỂN DƯỢC PHẨM EVICO,3838/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DHA Elevit Japances,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ ANRIMEX – JAPAN,3837/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe: LAC Men's Arginine Complex,CÔNG TY TNHH LAC VIETNAM,3831/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIHADAMGAN,CÔNG TY TNHH DƯỢC PHẨM VIHAPHA,3830/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Ngậm Bảo Họng Dưỡng Phế Tradimed,CÔNG TY TNHH DƯỢC PHẨM TRADIMED,3829/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BetterYou Multivitamin Kids' Daily Oral Spray,Công ty TNHH Dịch vụ Thương mại và XNK Anh Việt,3828/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe L_CYSTINE 800FAST,CÔNG TY CỔ PHẦN QUỐC TẾ NOSAPHARMA,3826/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Chill Polytic,CÔNG TY TNHH ĐẦU TƯ DƯỢC PHẨM T&T,3827/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ HAPPY BRAIN,CÔNG TY TNHH HAPPYWAY,3825/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Re Bone,CÔNG TY TNHH ỨNG DỤNG TINH HOA Y HỌC DÂN TỘC,3824/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MẮT NÃO YAMABUSHI TAKA,CÔNG TY CỔ PHẦN LIÊN DOANH DƯỢC PHẨM TAKADA NHẬT BẢN,3819/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên bổ não Ginkgo 360 New biloba,CÔNG TY CỔ PHẦN DƯỢC PHẨM STADVI MIỀN NAM,3821/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT FEVERFEW BK,CÔNG TY TNHH DƯỢC PHẨM THIÊN BẢO KHANG,3820/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SOLU Q10 – S’ BM,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ TÂM ĐỨC,3818/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Calcium tảo biển NLB,CÔNG TY TNHH DƯỢC PHẨM NGUYÊN LỘC BẢO,3823/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NMN Collagen 5500+,CÔNG TY TNHH THƯƠNG MẠI HÀ SƠN BÌNH KVN,3822/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Hi-Biolac,CÔNG TY TNHH DƯỢC PHẨM GIA HÂN,3817/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe EUGINTOL IVY,Công ty cổ phần S.P.M,3815/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEYOUMIN KIDS,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS – USA,3813/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Wellforce Probiotics,CÔNG TY TNHH MEDIMAP,3814/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ JA. OMEGA 369,CÔNG TY TNHH DƯỢC THẢO JAPHACO,3816/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MINH TRÍ V.LIFE,CÔNG TY TNHH DƯỢC PHẨM VERDANT LIFE VIỆT NAM,3807/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SatiD3K2,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,3810/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ WHITE SUNSHINE HORMONIEE,Công ty TNHH Ánh Dương Trắng,3808/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đạm sữa Đa vi chất TBP,CÔNG TY TNHH THƯƠNG MẠI VÀ THẢO DƯỢC TÂN BẢO PHÁT,3811/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ PLEXKID Immune Boost,Công ty TNHH Nacopharm Miền Bắc,3809/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COD X POWER FORTE,CÔNG TY TNHH CIMINID,3812/2024/ĐKSP
